sport,pattern_id,sources_combo,market_type,direction,stat_type,n,wins,losses,pushes,win_rate,wilson_lower,units,roi,avg_odds,roi_eligible_count,confidence_bucket,recommendation
MLB,MLB|action|covers|total,action|covers,total,under,,4,4,0,0,1.0,0.5101,2.87,0.9557,-43.3,3,insufficient_sample,needs_more_sample
NBA,NBA|sportscapping|spread,sportscapping,spread,,,3,1,2,0,0.3333,0.0615,-1.1,-0.368,-111.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|oddstrader|spread,action|betql|oddstrader,spread,HOU,,3,3,0,0,1.0,0.4385,0.95,0.946,-112.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|oddstrader|spread,action|betql|dimers|oddstrader,spread,WAS,,3,0,3,0,0.0,0.0,-3.17,-1.0567,-140.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|oddstrader|sportsline|spread,action|betql|oddstrader|sportsline,spread,ATL,,3,0,3,0,0.0,0.0,-3.04,-1.0133,-108.0,1,insufficient_sample,needs_more_sample
NBA,NBA|covers|dimers|moneyline,covers|dimers,moneyline,DAL,,3,2,1,0,0.6667,0.2077,0.51,0.1687,-143.3,1,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|sportsline|vegasinsider|spread,action|dimers|sportsline|vegasinsider,spread,,,3,0,3,0,0.0,0.0,-3.12,-1.04,-112.0,1,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_nukethebooks|juicereel_sxebets|moneyline,juicereel_nukethebooks|juicereel_sxebets,moneyline,MIL,,3,2,1,0,0.6667,0.2077,1.67,0.5563,189.7,3,insufficient_sample,needs_more_sample
NBA,NBA|covers|dimers|total,covers|dimers,total,UNDER,,3,3,0,0,1.0,0.4385,0.97,0.971,-107.5,0,insufficient_sample,needs_more_sample
NBA,NBA|dimers|juicereel_sxebets|player_prop,dimers|juicereel_sxebets,player_prop,OVER,,3,0,3,0,0.0,0.0,-3.0,-1.0,0.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|moneyline,action|covers,moneyline,BOS,,3,1,2,0,0.3333,0.0615,-1.29,-0.4313,-55.0,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|bettingpros_experts|total,bettingpros|bettingpros_experts,total,OVER,,3,2,1,0,0.6667,0.2077,0.79,0.265,-115.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|oddstrader|sportsline|spread,action|dimers|oddstrader|sportsline,spread,team,,3,0,3,0,0.0,0.0,-3.1,-1.0333,-110.5,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|total,bettingpros_5star,total,UNDER,,3,1,2,0,0.3333,0.0615,-1.1,-0.3683,-111.0,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|moneyline,bettingpros_5star|bettingpros_experts,moneyline,DEN,,3,2,1,0,0.6667,0.2077,2.11,0.7043,410.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|sportsline|spread,action|bettingpros_experts|dimers|sportsline,spread,TOR,,3,3,0,0,1.0,0.4385,1.54,0.7675,-86.5,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|dimers|oddstrader|spread,betql|bettingpros_experts|dimers|oddstrader,spread,MEM,,4,0,3,1,0.0,0.0,-2.91,-0.7275,9.8,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|covers|vegasinsider|moneyline,action|bettingpros_experts|covers|vegasinsider,moneyline,ORL,,3,0,3,0,0.0,0.0,-2.76,-0.92,127.5,1,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|vegasinsider|moneyline,action|covers|vegasinsider,moneyline,LAL,,3,3,0,0,1.0,0.4385,2.17,1.0835,118.5,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|vegasinsider|spread,bettingpros_experts|dimers|vegasinsider,spread,team,,3,0,3,0,0.0,0.0,-3.11,-1.0367,-107.7,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|dimers|oddstrader|vegasinsider|spread,bettingpros_experts|covers|dimers|oddstrader|vegasinsider,spread,ORL,,3,2,1,0,0.6667,0.2077,0.92,0.3053,-106.0,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|player_prop,betql|bettingpros_experts,player_prop,OVER,,3,2,1,0,0.6667,0.2077,-0.04,-0.0185,-107.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|sportsline|vegasinsider|moneyline,action|dimers|sportsline|vegasinsider,moneyline,team,,3,0,3,0,0.0,0.0,-3.26,-1.0867,-129.5,1,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|juicereel_nukethebooks|sportsline|vegasinsider|spread,action|covers|juicereel_nukethebooks|sportsline|vegasinsider,spread,MIA,,3,0,3,0,0.0,0.0,-3.04,-1.0133,-108.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|oddstrader|vegasinsider|moneyline,action|dimers|oddstrader|vegasinsider,moneyline,team,,3,3,0,0,1.0,0.4385,1.74,0.869,-130.0,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|dimers|oddstrader|vegasinsider|spread,betql|bettingpros_experts|dimers|oddstrader|vegasinsider,spread,team,,3,3,0,0,1.0,0.4385,2.19,0.7303,-270.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|dimers|oddstrader|spread,action|betql|bettingpros_experts|dimers|oddstrader,spread,IND,,3,2,1,0,0.6667,0.2077,-0.19,-0.094,-122.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|total,bettingpros_experts|dimers,total,UNDER,,3,1,2,0,0.3333,0.0615,-1.39,-0.4643,-135.7,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|covers|dimers|spread,action|bettingpros_experts|covers|dimers,spread,ORL,,3,3,0,0,1.0,0.4385,1.17,0.586,-46.0,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|dimers|vegasinsider|moneyline,bettingpros_experts|covers|dimers|vegasinsider,moneyline,OKC,,3,0,3,0,0.0,0.0,-3.42,-1.14,-132.7,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|juicereel_unitvacuum|oddstrader|vegasinsider|spread,action|betql|bettingpros_experts|juicereel_unitvacuum|oddstrader|vegasinsider,spread,ATL,,3,3,0,0,1.0,0.4385,2.0,1.0,,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|total,bettingpros_experts|covers,total,UNDER,,3,1,2,0,0.3333,0.0615,-1.17,-0.3903,13.3,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|dimers|vegasinsider|total,betql|dimers|vegasinsider,total,OVER,,3,2,1,0,0.6667,0.2077,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_5star|bettingpros_experts|total,action|bettingpros_5star|bettingpros_experts,total,OVER,,3,0,3,0,0.0,0.0,-3.1,-1.0333,-110.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|dimers|spread,action|betql|bettingpros_experts|dimers,spread,NYK,,3,0,3,0,0.0,0.0,-2.92,-0.9733,8.5,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|oddstrader|vegasinsider|moneyline,action|bettingpros_experts|oddstrader|vegasinsider,moneyline,SAC,,3,0,3,0,0.0,0.0,-3.07,-1.0233,-115.0,1,insufficient_sample,needs_more_sample
NBA,NBA|dimers|juicereel_unitvacuum|oddstrader|vegasinsider|spread,dimers|juicereel_unitvacuum|oddstrader|vegasinsider,spread,NOP,,3,0,3,0,0.0,0.0,-3.03,-1.01,-3.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|dimers|juicereel_unitvacuum|spread,action|betql|bettingpros_experts|dimers|juicereel_unitvacuum,spread,ORL,,3,0,3,0,0.0,0.0,-3.06,-1.02,-106.0,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|dimers|vegasinsider|spread,bettingpros_experts|covers|dimers|vegasinsider,spread,CHI,,3,0,3,0,0.0,0.0,-3.01,-1.0033,-1.0,2,insufficient_sample,needs_more_sample
NBA,NBA|dimers|oddstrader|vegasinsider|moneyline,dimers|oddstrader|vegasinsider,moneyline,ATL,,3,0,3,0,0.0,0.0,-3.14,-1.0467,-115.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|oddstrader|total,action|dimers|oddstrader,total,under,,3,3,0,0,1.0,0.4385,0.95,0.955,-110.0,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|sportsline|moneyline,bettingpros_experts|dimers|sportsline,moneyline,AWAY,,3,0,3,0,0.0,0.0,-3.54,-1.18,-148.3,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|sportsline|spread,betql|sportsline,spread,POR,,3,0,3,0,0.0,0.0,-2.25,-0.75,-10.0,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|spread,betql|bettingpros_experts,spread,DET,,3,3,0,0,1.0,0.4385,1.53,0.763,-173.0,0,insufficient_sample,needs_more_sample
NBA,NBA|dimers|sportsline|vegasinsider|moneyline,dimers|sportsline|vegasinsider,moneyline,PHX,,3,0,3,0,0.0,0.0,-3.4,-1.1333,-150.0,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_props|player_prop,betql|bettingpros_props,player_prop,UNDER,,4,1,2,1,0.3333,0.0615,-1.12,-0.279,-6.2,4,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|vegasinsider|player_prop,action|dimers|vegasinsider,player_prop,OVER,,3,3,0,0,1.0,0.4385,2.68,0.8943,-59.3,3,insufficient_sample,needs_more_sample
MLB,MLB|covers|moneyline,covers,moneyline,team,,3,1,2,0,0.3333,0.0615,-1.35,-0.4493,-128.0,3,insufficient_sample,needs_more_sample
MLB,MLB|covers|total,covers,total,over,,3,1,2,0,0.3333,0.0615,-1.03,-0.343,-35.3,3,insufficient_sample,needs_more_sample
MLB,MLB|oddstrader|total,oddstrader,total,UNDER,,3,1,2,0,0.3333,0.0615,-2.08,-1.04,-108.5,2,insufficient_sample,needs_more_sample
NBA,NBA|sportscapping|total,sportscapping,total,UNDER,,2,2,0,0,1.0,0.3424,0.93,0.93,-115.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|dimers|total,action|betql|bettingpros_experts|dimers,total,UNDER,,2,2,0,0,1.0,0.3424,0.95,0.955,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|covers|dimers|total,action|betql|covers|dimers,total,over,,2,0,2,0,0.0,0.0,-2.1,-1.05,-110.0,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|juicereel_nukethebooks|juicereel_sxebets|player_prop,betql|juicereel_nukethebooks|juicereel_sxebets,player_prop,OVER,,2,0,2,0,0.0,0.0,-2.15,-1.075,-116.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|sportsline|vegasinsider|total,action|covers|sportsline|vegasinsider,total,OVER,,2,2,0,0,1.0,0.3424,0.95,0.955,-110.0,0,insufficient_sample,needs_more_sample
NBA,NBA|covers|juicereel_sxebets|sportsline|player_prop,covers|juicereel_sxebets|sportsline,player_prop,OVER,,2,0,2,0,0.0,0.0,-3.0,-1.5,-103.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|dimers|total,action|covers|dimers,total,OVER,,2,0,2,0,0.0,0.0,-2.05,-1.025,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|juicereel_nukethebooks|juicereel_sxebets|moneyline,action|juicereel_nukethebooks|juicereel_sxebets,moneyline,PHI,,2,1,1,0,0.5,0.0945,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|juicereel_nukethebooks|oddstrader|player_prop,betql|juicereel_nukethebooks|oddstrader,player_prop,OVER,,2,0,2,0,0.0,0.0,-2.19,-1.095,-121.0,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|oddstrader|sportsline|total,betql|bettingpros_experts|oddstrader|sportsline,total,UNDER,,2,2,0,0,1.0,0.3424,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|dimers|total,betql|bettingpros_experts|dimers,total,UNDER,,2,2,0,0,1.0,0.3424,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|oddstrader|total,action|betql|bettingpros_experts|oddstrader,total,OVER,,2,0,2,0,0.0,0.0,-2.02,-1.01,-105.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|sportsline|spread,action|betql|bettingpros_experts|sportsline,spread,DET,,2,0,2,0,0.0,0.0,-2.05,-1.025,-110.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|juicereel_sxebets|total,action|dimers|juicereel_sxebets,total,UNDER,,2,0,2,0,0.0,0.0,-2.03,-1.015,-106.0,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|oddstrader|vegasinsider|spread,betql|oddstrader|vegasinsider,spread,MIA,,2,2,0,0,1.0,0.3424,0.97,0.971,-105.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|vegasinsider|total,action|bettingpros_experts|vegasinsider,total,UNDER,,2,2,0,0,1.0,0.3424,0.91,0.908,-120.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|oddstrader|moneyline,action|covers|oddstrader,moneyline,MIA,,2,2,0,0,1.0,0.3424,1.07,1.069,115.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|juicereel_sxebets|oddstrader|vegasinsider|total,action|dimers|juicereel_sxebets|oddstrader|vegasinsider,total,UNDER,,2,0,2,0,0.0,0.0,-2.05,-1.025,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|dimers|oddstrader|total,action|betql|bettingpros_experts|dimers|oddstrader,total,OVER,,2,2,0,0,1.0,0.3424,0.97,0.971,-105.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|bettingpros_experts|oddstrader|total,bettingpros|bettingpros_experts|oddstrader,total,under,,2,1,1,0,0.5,0.0945,-0.1,-0.052,-111.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros|bettingpros_experts|spread,action|bettingpros|bettingpros_experts,spread,PHI,,2,2,0,0,1.0,0.3424,0.95,0.946,-112.0,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|moneyline,bettingpros,moneyline,TOR,,2,1,1,0,0.5,0.0945,0.58,0.288,180.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|player_prop,action|dimers,player_prop,OVER,,2,2,0,0,1.0,0.3424,1.0,1.0,100.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|oddstrader|total,bettingpros_experts|covers|oddstrader,total,UNDER,,2,0,2,0,0.0,0.0,-2.03,-1.015,-2.5,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|oddstrader|moneyline,bettingpros_5star|bettingpros_experts|oddstrader,moneyline,SAC,,2,1,1,0,0.5,0.0945,0.85,0.4235,267.5,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|juicereel_nukethebooks|total,action|bettingpros_experts|juicereel_nukethebooks,total,OVER,,2,0,2,0,0.0,0.0,-2.39,-1.195,-228.0,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|oddstrader|vegasinsider|spread,bettingpros_experts|covers|oddstrader|vegasinsider,spread,MIA,,2,2,0,0,1.0,0.3424,1.94,0.968,-107.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|oddstrader|spread,action|bettingpros_experts|dimers|oddstrader,spread,PHI,,2,1,1,0,0.5,0.0945,-0.46,-0.2285,-269.0,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|oddstrader|total,bettingpros_experts|dimers|oddstrader,total,UNDER,,2,0,2,0,0.0,0.0,-2.08,-1.04,-108.5,1,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_nukethebooks|spread,juicereel_nukethebooks,spread,NYK,,2,0,2,0,0.0,0.0,-2.07,-1.035,-107.5,2,insufficient_sample,needs_more_sample
NBA,NBA|covers|oddstrader|sportsline|player_prop,covers|oddstrader|sportsline,player_prop,OVER,,2,1,1,0,0.5,0.0945,-0.09,-0.045,-110.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|covers|sportsline|spread,action|betql|covers|sportsline,spread,DEN,,2,0,2,0,0.0,0.0,-2.07,-1.035,-115.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|oddstrader|total,action|bettingpros_experts|oddstrader,total,over,,2,0,2,0,0.0,0.0,-2.03,-1.015,-3.0,1,insufficient_sample,needs_more_sample
NBA,NBA|sportsline|vegasinsider|player_prop,sportsline|vegasinsider,player_prop,OVER,,2,2,0,0,1.0,0.3424,1.78,0.8885,-125.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|juicereel_nukethebooks|total,action|betql|juicereel_nukethebooks,total,UNDER,,2,2,0,0,1.0,0.3424,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|sportsline|vegasinsider|spread,bettingpros_experts|covers|sportsline|vegasinsider,spread,ATL,,2,2,0,0,1.0,0.3424,1.94,0.9725,-105.5,1,insufficient_sample,needs_more_sample
NBA,NBA|covers|sportsline|spread,covers|sportsline,spread,LAL,,2,2,0,0,1.0,0.3424,0.92,0.915,-118.0,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|oddstrader|sportsline|moneyline,bettingpros_experts|dimers|oddstrader|sportsline,moneyline,team,,2,2,0,0,1.0,0.3424,1.62,0.8115,-146.0,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|vegasinsider|spread,betql|bettingpros_experts|vegasinsider,spread,,,2,1,1,0,0.5,0.0945,0.36,0.1825,65.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|juicereel_sxebets|player_prop,action|betql|juicereel_sxebets,player_prop,UNDER,,2,1,1,0,0.5,0.0945,0.84,0.42,-6.5,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|covers|total,action|bettingpros_experts|covers,total,UNDER,,2,0,2,0,0.0,0.0,-2.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|covers|total,action|betql|covers,total,OVER,,2,0,2,0,0.0,0.0,-2.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|vegasinsider|player_prop,betql|vegasinsider,player_prop,UNDER,,2,2,0,0,1.0,0.3424,1.98,0.99,-101.0,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|oddstrader|vegasinsider|spread,betql|bettingpros_experts|oddstrader|vegasinsider,spread,DET,,2,2,0,0,1.0,0.3424,1.96,0.9775,-5.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|juicereel_unitvacuum|spread,action|betql|juicereel_unitvacuum,spread,CHA,,2,2,0,0,1.0,0.3424,1.71,1.706,-17.0,1,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_unitvacuum|sportsline|vegasinsider|spread,juicereel_unitvacuum|sportsline|vegasinsider,spread,MIA,,2,2,0,0,1.0,0.3424,0.92,0.915,-118.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|oddstrader|spread,bettingpros_5star|bettingpros_experts|oddstrader,spread,IND,,2,1,1,0,0.5,0.0945,-0.14,-0.0675,-115.0,0,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_unitvacuum|spread,juicereel_unitvacuum,spread,MIA,,3,2,0,1,1.0,0.3424,1.91,0.6367,-40.0,3,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|dimers|spread,betql|bettingpros_experts|dimers,spread,team,,2,0,2,0,0.0,0.0,-2.03,-1.015,-3.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|oddstrader|total,action|bettingpros_experts|dimers|oddstrader,total,UNDER,,2,2,0,0,1.0,0.3424,0.85,0.846,-136.0,0,insufficient_sample,needs_more_sample
NBA,NBA|dimers|juicereel_unitvacuum|oddstrader|moneyline,dimers|juicereel_unitvacuum|oddstrader,moneyline,NOP,,2,0,2,0,0.0,0.0,-1.72,-0.86,178.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|oddstrader|sportsline|moneyline,action|oddstrader|sportsline,moneyline,CHA,,2,2,0,0,1.0,0.3424,0.0,0.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|oddstrader|total,betql|covers|oddstrader,total,UNDER,,2,0,2,0,0.0,0.0,-2.06,-1.03,-112.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|covers|spread,action|betql|bettingpros_experts|covers,spread,ATL,,2,0,2,0,0.0,0.0,-2.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|sportsline|spread,bettingpros_experts|dimers|sportsline,spread,IND,,2,1,1,0,0.5,0.0945,-0.15,-0.0735,-115.5,1,insufficient_sample,needs_more_sample
